db_id,institution_code,collection_code,specimen_id,authority,taxonomy_notes,morphospecies,species,subgenus,genus,subtribe,tribe,subfamily,family,superfamily,infraorder,suborder,order,class,ncbi_may_edit,ncbi_search_success,ncbi_species,ncbi_id_rank,ncbi_taxid,variant_status,chimera_notes,traptype,dev_stage,site,locality,subregion,country,latitude,longitude,size,feeding_behaviour,habitat,habitat_stratum,authors,library,datasubmitter,projectname,genbank_accession,notes,contigname
BGLP001,,,,,,Apristus_sp44,,,Apristus,,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,177272,,,,,,Yolo County,California,USA,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Apristus_sp44
BGLP003,,,,,,Calleidina_sp28,,,,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,Santa Cruz,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Calleidina_sp28
BGLP004,,,,,,Chlaenini_sp69,,,,,Brachinini,Brachininae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,63839,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Chlaenini_sp69
BGLP005,,,,,species had GBDL00851 in it - moved to here,Agra_sp29,,,Agra,Agrina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,177257,,,,,,,Jalisco,Mexico,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Colliurus_sp29
BGLP006,,,,,,Lebiini_sp13,,,,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,60751,,,,,,,Mendoza,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Dromius_sp13
BGLP007,,,,,,Dromiusina_sp5,,,,Dromiusina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,Mendoza,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Dromius_sp5
BGLP008,,,,,,Lebia_sp23,,,Lebia,Singilina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,170283,,,,,,,Northern Province,South Africa,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebia_sp23
BGLP009,,,,,,Lebia_sp2,,,Lebia,Singilina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,170283,,,,,,,Kwazulu Natal,South Africa,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebia_sp2
BGLP010,,,,,,Lebia_sp45,,,Lebia,,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,170283,,,,,,Hottentots,Western Cape,South Africa,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebiini_sp45
BGLP011,,,,,,Lebia_sp46,,,Lebia,Lebiina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,170283,,,,,,,Matagalpa,Nicaragua,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebiini_sp46
BGLP012,,,,,,Lebiini_sp65,,,,Pericalina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebiini_sp65
BGLP013,,,,,,Lebiini_sp67,,,,,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebiini_sp67
BGLP016,,,,,,Lebiini_sp9,,,,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,60751,,,,,,,Canturbury,New Zealand,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lebiini_sp9
BGLP017,,,,,,Peliocypas_sp41,,,Peliocypas,Peliocypadina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,177495,,,,,,North Cachar Hills,Assam,India,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Paraglycia_sp41
BGLP018,,,,,,Pericalina_sp34,,,Eucaerus,Lachnophorina,Odacanthini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,170251,,,,,,Yasuni,Orellana,Ecuador,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Lachnophorina_sp34
BGLP019,,,,,,Pericalina_sp40,,,Perigona,,Perogonini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,878118,,,,,,Mulu NP,Sarawak,Malaysia,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Pericalina_sp40
BGLP020,,,,,,Perogonini_sp3,,,Perigona,,Perogonini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,878118,,,,,,,Sarawak,Malaysia,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Perogonini_sp3
BGLP021,,,,,,Lebiini_sp6,,,,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,60751,,,,,,,Mendoza,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Philorhizus_sp6
BGLP022,,,,,,Apenes_nebulosa_sp31,Apenes nebulosa,,,Apenina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,Brewster,Texas,USA,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Syntomus_sp31
BGLP023,,,,,,Apristus_sp37,,,Apristus,Lionychina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,genus,177272,,,,,,Lane County,Oregon,USA,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,Syntomus_sp37
BGLP024,,,,,,lib4contig1,,,,,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib4contig1
BGLP025,,,,,,lib4contig3,,,,Lebiina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib4contig3
BGLP026,,,,,,lib4contig5,,,,Lebiina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,Matagalpa,Nicaragua,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib4contig5
BGLP027,,,,,,lib4contig6,,,,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,Ningming,Guangxi,China,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib4contig6
BGLP028,,,,,,lib4contig9,,,Calleida,Calleidina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib4contig9
BGLP029,,,,,,lib5contig95,,,,Lionychina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,Mendoza,Argentina,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib5contig95
BGLP030,,,,,,lib5contig148,,,,Lebiina,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib5contig148
BGLP031,,,,,,lib5contig46,,,,,Lebiini,Lebiinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,60751,,,,,,,,Ivory Coast,,,,,,,Beulah Garner,,,Beulah Garner Lebiinae Project,,,lib5contig46
BIOD00001,BMNH,,1427008,,,CH_Elat1,,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,30009,,,FIT2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_756_A02,Darren Yeo,,,,
BIOD00002,BMNH,,1732048,,,MS1209,,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110043,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP13_E09,Darren Yeo,,,,
BIOD00003,,,,,,Scolyt15,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,,,,Danum Valley,Sabah,Malaysia,,,,,,,,BIBC_SOP2_E06,Darren Yeo,,,,
BIOD00004,BMNH,,1723022,,,MS93,,,,,Xyleborini,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,MALAISE,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP01_H09,Darren Yeo,,,,
BIOD00005,BMNH,,1723031,,,MS102,,,,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7065,,,MALAISE,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_A06,Darren Yeo,,,,
BIOD00006,BMNH,,1732535,,,MS1698,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_F06,Darren Yeo,,,,
BIOD00007,BMNH,,1733027,,,MS2190,,,,,,,Rhagophthalmidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,71489,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP23_G04,Darren Yeo,,,,
BIOD00008,BMNH,,1687027,,,SF_Hydro14,,,,,,,Hydrophilidae,Hydrophiloidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,41102,,,LL,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_759_D06,Darren Yeo,,,,
BIOD00009,BMNH,,1721291,,,CH_Curc177,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_763_H10,Darren Yeo,,,,
BIOD00010,BMNH,,1687195,,,CH_Elat8,,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,30009,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_761_B06,Darren Yeo,,,,
BIOD00011,BMNH,,1427036,,,CH_Ceram2,,,,,,,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,34667,,,FIT1,Adult,P5,Cerro Hoya,,Panama,,,,,,,,BIBC_756_C06,Darren Yeo,,,,
BIOD00012,BMNH,,1723821,,,MS892,,,Sostea,,,,Dryopidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186976,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP10_C04,Darren Yeo,,,,
BIOD00013,,,,,,,,,,,,,,,,,Coleoptera,Insecta,,TRUE,,order,7041,,,,,,,,,,,,,,,,,Darren Yeo,,,,
BIOD00014,BMNH,,1426856,,,SF_Curc184,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_D06,Darren Yeo,,,,
BIOD00015,BMNH,,1425751,,,FG_76,,,,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7065,,,LL,Adult,P4,Noragues,,French Guiana,,,,,,,,BIBC_732_D10,Darren Yeo,,,,
BIOD00016,BMNH,,1723143,,"genus was ""Agraeus|Adelocera""",MS214,,,,,,Agrypninae,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,195166,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_B10,Darren Yeo,,,,
BIOD00017,BMNH,,1731930,,,MS1091,,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110043,,,WINKLER,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_C11,Darren Yeo,,,,
BIOD00018,BMNH,,1425755,,,FG_80,,,Neoelmis,,,,Elmidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186980,,,LL,Adult,P7,Noragues,,French Guiana,,,,,,,,BIBC_732_H10,Darren Yeo,,,,
BIOD00019,BMNH,,1723613,,,MS684,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP08_A12,Darren Yeo,,,,
BIOD00020,BMNH,,1723149,,,MS220,,,,,,,Mordellidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219430,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_C04,Darren Yeo,,,,
BIOD00021,,,,,,,,,,,,,,,,,Coleoptera,Insecta,,TRUE,,order,7041,,,,,,,,,,,,,,,,,Darren Yeo,,,,
BIOD00022,BMNH,,1721548,,,SF_Ero13,,,,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7065,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_766_F03,Darren Yeo,,,,
BIOD00023,,,,,,MS2615,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_B09,Darren Yeo,,,,
BIOD00024,BMNH,,1732859,,,MS2021,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122835,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_A04,Darren Yeo,,,,
BIOD00025,BMNH,,1274843,,,P5FIT1Staph62,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT1,Adult,P5,Noragues,,French Guiana,,,,,,,,BIBC_770_F02,Darren Yeo,,,,
BIOD00026,BMNH,,1426364,,,SF_Curc77,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_749_C07,Darren Yeo,,,,
BIOD00027,BMNH,,1733110,,,MS2273,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_F03,Darren Yeo,,,,
BIOD00028,BMNH,,1723337,,,MS408,,,,,,Eumolpinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107214,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP05_B12,Darren Yeo,,,,
BIOD00029,BMNH,,1426221,,,SF_Curc50,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_747_G05,Darren Yeo,,,,
BIOD00030,BMNH,,1721300,,,CH_Ptilo2,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,MALAISE2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_764_A07,Darren Yeo,,,,
BIOD00031,BMNH,,1275209,,,P8FITStaph7,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT,Adult,P8,Noragues,,French Guiana,,,,,,,,BIBC_783_E09,Darren Yeo,,,,
BIOD00032,BMNH,,1426087,,,SF_Scar20,,,,,,Scarabaeinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,41142,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_746_D06,Darren Yeo,,,,
BIOD00033,BMNH,,1723260,,,MS331,,,Howdeniola,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_D07,Darren Yeo,,,,
BIOD00035,BMNH,,1426735,,,SF_Chrys78,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,YPT,Adult,PNA,Santa Fe,,Panama,,,,,,,,BIBC_753_B05,Darren Yeo,,,,
BIOD00036,BMNH,,1721447,,,SF_Curc273,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_765_E10,Darren Yeo,,,,
BIOD00037,BMNH,,1723141,,,MS212,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_B08,Darren Yeo,,,,
BIOD00038,BMNH,,1723851,,,MS922,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP10_E10,Darren Yeo,,,,
BIOD00039,BMNH,,1687052,,,CH_Cler1,,,,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186087,,,SLAM2,Adult,P5,Cerro Hoya,,Panama,,,,,,,,BIBC_759_F07,Darren Yeo,,,,
BIOD00041,BMNH,,1732090,,,MS1251,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122835,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP14_A03,Darren Yeo,,,,
BIOD00042,BMNH,,1274467,,,41Scoly21,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,nonrepresentative conspecific,,FIT1,Adult,P4,Noragues,,French Guiana,,,,,,,,BIBC_776_A03,Darren Yeo,,,,
BIOD00043,BMNH,,1732214,,,MS1375,,,,,,Paederinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82885,,,PITFALL,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP15_C07,Darren Yeo,,,,
BIOD00044,BMNH,,1275562,,,P7FIT1Staph94,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,nonrepresentative conspecific,,FIT1,Adult,P7,Noragues,,French Guiana,,,,,,,,BIBC_781_C08,Darren Yeo,,,,
BIOD00045,BMNH,,1425939,,,FG_263,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,LL,Adult,P1,Noragues,,French Guiana,,,,,,,,BIBC_734_G09,Darren Yeo,,,,
BIOD00046,BMNH,,1426201,,,SF_Ero3,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_747_E09,Darren Yeo,,,,
BIOD00047,BMNH,,1723164,,,MS235,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_D07,Darren Yeo,,,,
BIOD00049,BMNH,,1732882,,,MS2044,,,,,,Staphylininae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82886,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_C03,Darren Yeo,,,,
BIOD00050,BMNH,,1721141,,,CH_Curc126,Xylosandrus morigerus,,Xylosandrus,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Xylosandrus morigerus,species,195578,nonrepresentative conspecific,,PITFALL,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_762_D04,Darren Yeo,,,,
BIOD00051,BMNH,,1721479,,,SF_UNK125,,,,,,,Salpingidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,295958,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_765_H06,Darren Yeo,,,,
BIOD00052,,,,,,Osor7,,,,,,Osoriinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,295624,,,,Adult,,Danum Valley,Sabah,Malaysia,,,,,,,,BIBC_SOP1_C12,Darren Yeo,,,,
BIOD00053,BMNH,,1426088,,,SF_Geo2,Neoathyreus lyriferus,,,,,,Bolboceratidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110049,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_746_D07,Darren Yeo,,,,
BIOD00054,BMNH,,1732054,,,MS1215,,,,,Luperini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,63711,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP13_F03,Darren Yeo,,,,
BIOD00055,BMNH,,1274452,,,41Scoly6,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,P4,Noragues,,French Guiana,,,,,,,,BIBC_775_G12,Darren Yeo,,,,
BIOD00056,BMNH,,1732752,,,MS1914,,,,,,Scarabaeinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,41142,nonrepresentative conspecific,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP20_H05,Darren Yeo,,,,
BIOD00057,BMNH,,1427004,,,CH_Elat4,,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,30009,,,FIT2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_755_H10,Darren Yeo,,,,
BIOD00058,BMNH,,1721385,,,SF_Carab13,,,Notobia,,Anisodactylini,Harpalinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,1587497,,,FIT2,Adult,P6,Santa Fe,,Panama,,,,,,,,BIBC_764_H08,Darren Yeo,,,,
BIOD00059,BMNH,,1732451,,,MS1619,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP17_G11,Darren Yeo,,,,
BIOD00060,BMNH,,1275689,,,,,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110043,,,FIT1,Adult,P6,Noragues,,French Guiana,,,,,,,,BIBC_786_D01,Darren Yeo,,,,
BIOD00061,BMNH,,1425929,,,FG_253,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,LL,Adult,P3,Noragues,,French Guiana,,,,,,,,BIBC_734_E08,Darren Yeo,,,,
BIOD00062,BMNH,,1733126,,,MS2289,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_G07,Darren Yeo,,,,
BIOD00063,BMNH,,1732086,,,MS1247,,,,,,Oxytelinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82877,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP13_H11,Darren Yeo,,,,
BIOD00064,BMNH,,1723861,,,MS932,,,,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,131578,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP10_F08,Darren Yeo,,,,
BIOD00065,BMNH,,1723481,,,MS552,,,,,,Scaphidiinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82879,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_F12,Darren Yeo,,,,
